features,scaler,pca,evr,method,k,silhouette,calinski,davies_bouldin,bic,min_size
"rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,1.0,GMM-diag,4,0.22245965533900594,60.85137850105237,1.4680356318774492,2254.251107996277,23
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,GMM-spherical,5,0.22243411636810226,91.19738392528238,1.184040095801278,2446.051609748629,38
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.9999999999999999,GMM-spherical,5,0.2224341163644569,91.19738392528235,1.184040095801278,2446.051609748629,38
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,GMM-spherical,6,0.22228300003792995,87.92536542748611,1.2491124456213571,2472.3180643737737,29
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.9999999999999999,GMM-spherical,6,0.2222830000339636,87.92536542748611,1.2491124456213571,2472.3180643737737,29
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,1.0,GMM-diag,6,0.2221900996515364,85.40504790808174,1.1526406027315705,2510.626476790951,31
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,0.8372971264935707,Agg-ward,4,0.22215438922829578,84.2716915925135,1.333531102109618,,37
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",robust,none,,Agg-ward,4,0.2220715049991398,78.99115553759114,1.2537615838804304,,41
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",robust,pca3,1.0,Agg-ward,4,0.2220715049991398,78.99115553759113,1.2537615838804308,,41
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,1.0,GMM-diag,4,0.22200591105463596,73.68395460927488,1.273519849633605,2360.973632870351,26
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,GMM-full,3,0.22198592783694213,45.84543799036242,1.6207230831077195,2701.723450593779,24
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,0.8591452126787493,GMM-full,4,0.22194082401075715,68.98530475807598,1.3849774877467491,2586.180852683262,38
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-diag,4,0.2218365747956835,87.03613329228962,1.1505399203877067,1974.5519472152969,50
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,pca3,0.8616804715903819,GMM-full,3,0.2218228205881257,99.32723247052795,1.4732040202142411,2079.56098699599,26
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-tied,5,0.22149525665255523,80.93325801922343,1.3117941524008585,1966.0619414303444,39
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-tied,5,0.22149525664978706,80.93325801922342,1.3117941524008585,1966.0619414303442,39
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca3,1.0,GMM-full,6,0.22130336644485943,80.4325663394264,1.2317001912519498,2551.23901537882,25
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,GMM-full,6,0.22130336644485943,80.4325663394264,1.2317001912519498,2551.23901537882,25
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,Agg-ward,2,0.2212783944103796,73.15102086811147,1.5279173420728895,,73
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,Agg-ward,2,0.22127839440996364,73.15102086811147,1.527917342072889,,73
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,GMM-diag,3,0.22119175112784878,84.91080728800222,1.4065941413876557,2262.0927610674944,22
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,pca3,0.866654504284259,Agg-ward,5,0.2209782006333506,96.32101785415699,1.2564401210646476,,24
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,0.8453616015589244,GMM-diag,5,0.2208770858859629,83.90228003907131,1.24004555037842,2554.7057933956116,27
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca2,0.5909629076790794,GMM-spherical,3,0.22086458412987459,6.099667240941433,6.344772883251557,1683.0671786582727,37
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,GMM-full,3,0.22077481929207185,75.67895125178087,1.3809192317733257,2220.814634263549,40
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,1.0,GMM-full,3,0.22077481928977533,75.67895125178087,1.3809192317733254,2220.814634263549,40
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,KMeans,4,0.2207193800840411,75.24789349598701,1.3165672333303804,,26
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca3,0.7720020508075663,GMM-tied,4,0.22058418928703297,79.66689089901074,1.2806045867362634,2462.5439374956773,43
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",robust,none,,GMM-full,3,0.22048020490814943,34.54461141254323,2.226893934228819,2079.9098871771043,22
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",robust,pca3,1.0,GMM-full,3,0.2204802049081494,34.54461141254321,2.2268939342288196,2079.909887177105,22
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",robust,pca3,0.8442974053361454,GMM-diag,3,0.22040423564448164,45.57544350353187,1.6501982614615922,2081.2100833403565,23
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,GMM-diag,2,0.2203562923373198,77.63134023757235,1.5502828713150296,3048.2676804375355,76
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,GMM-spherical,5,0.2203457672165615,81.40688517508579,1.2688857541003564,2572.478179220012,28
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-diag,2,0.22031941770336264,70.61023554392385,1.7279646253261796,1909.6872799460123,99
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",robust,pca3,0.9999999999999999,GMM-spherical,4,0.2202242911983001,95.39885270104804,1.2454277664074591,1957.091082753211,53
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",robust,none,,GMM-spherical,4,0.22022429119674622,95.39885270104803,1.2454277664074593,1957.091082753211,53
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,0.8591452126787493,Agg-ward,4,0.22021468197384772,76.4500184648376,1.3670009228025999,,23
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,KMeans,2,0.2201163216924971,89.8747020411012,1.591805973229865,,124
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",robust,pca3,0.9999999999999999,GMM-diag,5,0.2198166274531078,85.56678677650548,1.3019096661346157,2028.0738981509542,27
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-diag,3,0.21979964539244676,84.84634493187795,1.4109249014309653,1899.8853300418857,87
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,0.8453616015589244,Agg-ward,5,0.21978900640331672,88.01505174495797,1.209532644511907,,24
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-spherical,3,0.21967274029949568,85.27193276459737,1.3972108908495138,1877.2729375259678,85
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-spherical,3,0.2196727402982766,85.27193276459735,1.3972108908495138,1877.272937525968,85
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,GMM-diag,3,0.2196046981721283,52.652538497765306,1.526020700128979,2642.289527301341,24
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8473553223558457,Agg-ward,5,0.21949407436950016,69.89438965631066,1.2518679163142101,,26
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,GMM-spherical,3,0.21932781912244254,83.57990657545137,1.4025355826275536,2414.059524664063,86
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.9999999999999999,GMM-spherical,3,0.21932781912130014,83.57990657545132,1.4025355826275543,2414.059524664063,86
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,none,,Agg-complete,2,0.2193065668224661,76.98227549707009,1.660516688679559,,131
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",robust,none,,Agg-ward,2,0.21927090676717517,76.84647940411381,1.6154547654512608,,90
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.8296326067357997,Agg-ward,3,0.2192081176008329,73.79493220169049,1.4369730559995981,,62
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,Agg-ward,5,0.21918612808846433,80.30978813751717,1.2289416238376782,,29
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,Agg-ward,5,0.21918612808680268,80.30978813751717,1.228941623837678,,29
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,GMM-tied,2,0.21913073370146233,78.35742292560312,1.5319790420361723,3137.0328264677582,83
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8473553223558457,Agg-ward,4,0.21906651808415495,74.01548470284564,1.2854872297715618,,40
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",robust,none,,GMM-diag,5,0.21902051915554,83.06177388611918,1.271050480814043,2019.459553387276,27
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,0.8372971264935707,Agg-ward,5,0.21898411074707605,81.59240332684364,1.3763787107207457,,37
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,0.8244340583576067,Agg-complete,4,0.21894926303106382,84.15116485933629,1.2886221645620457,,36
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,none,,KMeans,4,0.21878845640538094,73.02967049083018,1.3032637218175158,,46
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,GMM-diag,2,0.21873790817472108,76.15434889896449,1.643593628093091,2987.6317488855893,105
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8303453419352484,GMM-full,3,0.21869530697174028,42.53481238325747,2.04746144243924,2433.831305003792,42
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,Agg-complete,5,0.21866521971571548,78.95346263361142,1.2637309228367033,,29
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,Agg-complete,5,0.21866521971105685,78.95346263361142,1.2637309228367035,,29
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,GMM-full,2,0.21864706459742977,50.108246603369444,1.859680481950489,2810.4225234944324,76
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,GMM-tied,2,0.21858040514010707,77.6295629728047,1.4874230552544139,3165.963887421325,77
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,0.8591452126787493,Agg-ward,5,0.21851946690101853,80.38991641776815,1.1806321452473711,,23
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,0.8244340583576067,Agg-complete,3,0.21850062998668718,73.99043096129807,1.2585821559853492,,36
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-spherical,2,0.2184873580863418,83.70640831844989,1.6076211211693365,1918.7825426191341,117
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-spherical,2,0.21848735808576347,83.70640831844986,1.6076211211693372,1918.7825426191343,117
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.8296326067357997,GMM-full,2,0.21836267233322906,73.29472649940794,1.7396491490698762,2488.7569710680955,110
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it",standard,none,,KMeans,3,0.21806010750299984,66.52454346271722,1.5032294724641406,,63
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8303453419352484,Agg-ward,3,0.21772856156924691,75.87805110767694,1.3670849113110624,,66
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,none,,Agg-ward,2,0.21770977862933988,72.02084178803432,1.5759584354448195,,93
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,pca3,1.0,Agg-ward,2,0.21770977862843915,72.02084178803429,1.5759584354448193,,93
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",standard,none,,Agg-ward,2,0.21761109906964526,68.99985219067035,1.707481408641499,,133
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",standard,pca3,1.0,Agg-ward,2,0.21761109906964524,68.99985219067041,1.7074814086414984,,133
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,none,,Agg-ward,4,0.21755649831826934,90.12397238945933,1.2319173701516464,,40
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it",robust,pca3,1.0,Agg-ward,4,0.21755649831826934,90.12397238945928,1.2319173701516466,,40
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,Agg-ward,4,0.21753117282854914,84.45125459118785,1.2510452406773351,,39
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.9999999999999999,Agg-ward,4,0.21753117282666518,84.4512545911878,1.2510452406773351,,39
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,Agg-ward,3,0.2175277903029448,79.03653065170805,1.3848398932198662,,59
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,Agg-ward,3,0.217527790301436,79.03653065170803,1.3848398932198658,,59
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,GMM-diag,2,0.2173853490826883,69.24861334675057,1.7546086949076003,3067.394501711872,89
"skor_kematangan_digital,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,1.0,GMM-full,3,0.21736084394509184,84.22377756072089,1.4184108625637564,2250.7412751666225,55
"skor_kematangan_digital,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,GMM-full,3,0.21736084394509184,84.22377756072085,1.4184108625637564,2250.741275166622,55
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,pca3,1.0,GMM-spherical,5,0.2169770812027758,87.74525673575637,1.116172067862527,1916.710765553464,31
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",robust,none,,GMM-spherical,5,0.21697708120277576,87.74525673575636,1.1161720678625269,1916.7107655534646,31
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,rasio_adopsi_telemedicine",robust,pca3,1.0,GMM-diag,4,0.2168696740398661,84.89697776050852,1.3304030282600001,2008.1134699747347,28
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.8296326067357997,GMM-diag,2,0.21684283328269682,68.87949440630972,1.8278287816402274,2485.5385895402947,107
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,KMeans,4,0.2166810497648005,85.12534799297,1.340449977076167,,27
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.8296326067357997,GMM-tied,3,0.21664369220435972,78.12127228781027,1.4522279685314772,2483.006420051344,69
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-spherical,2,0.21663340013851137,72.12919222075975,1.8030203299402032,1860.3076118398305,126
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-spherical,2,0.21663340013780322,72.12919222075972,1.8030203299402032,1860.3076118398305,126
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,0.8244340583576067,Agg-ward,4,0.21652967857966968,80.44377865943126,1.2778594631169273,,42
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-diag,5,0.2161173307246417,85.43955430545309,1.1540617090397904,1958.014509360518,32
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,KMeans,3,0.21596921793851134,91.66345704357381,1.4350915008525034,,26
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,none,,GMM-full,4,0.21589321646359513,53.58397585570396,2.0501940861400114,2408.8178596293883,24
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it",standard,pca3,1.0,GMM-full,4,0.21589321646229634,53.58397585570396,2.050194086140011,2408.8178596293883,24
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.8296326067357997,Agg-complete,2,0.21584547133195137,51.787655575252096,1.3682269212888907,,38
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,0.8372971264935707,Agg-ward,3,0.21575373858527208,86.94139039553377,1.3209080362455747,,42
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.9999999999999999,GMM-diag,5,0.21571826857702184,88.56606433664483,1.2135647116303907,2496.259797154847,39
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,none,,GMM-full,6,0.21553497457154028,71.13561969428841,1.3159902547694198,2584.626112701888,22
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",standard,pca3,0.9999999999999999,GMM-full,6,0.2155349745684694,71.13561969428841,1.31599025476942,2584.6261127018875,22
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,KMeans,4,0.21529848213746142,77.415397842388,1.3122836835866738,,59
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,0.8372971264935707,GMM-diag,3,0.21527894944315534,59.80475855375976,1.7143401254929653,2464.9612272202285,32
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,KMeans,2,0.21524819369894657,87.78188326039731,1.5981175669853813,,130
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,efisiensi_anggaran_it,rasio_adopsi_telemedicine",robust,none,,GMM-diag,2,0.21512292114458717,49.11882567072966,1.9246734028625352,2787.319881632065,84
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,Agg-ward,4,0.21509747534886134,84.23249233536252,1.2411880242088549,,44
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,Agg-ward,4,0.21509747534719972,84.23249233536252,1.2411880242088549,,44
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",standard,pca3,1.0,Agg-ward,2,0.21505538571683186,87.84240269172247,1.6162619135575138,,133
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen",standard,none,,Agg-ward,2,0.21505538571683186,87.8424026917224,1.6162619135575145,,133
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,Agg-ward,2,0.21474781026159648,81.89091495582211,1.4595749504806537,,95
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,1.0,Agg-ward,2,0.21474781026147885,81.89091495582224,1.4595749504806528,,95
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,1.0,Agg-ward,6,0.21465674067054508,93.42784500970305,1.262908200794187,,23
"tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,none,,Agg-ward,6,0.21465674066332344,93.42784500970305,1.262908200794187,,23
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,pca3,0.8372971264935707,GMM-spherical,3,0.21454415647406969,74.00501767167992,1.9964724538755512,2453.317513849544,52
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,pca3,0.8473553223558457,Agg-ward,2,0.21450865526320678,63.30917118244535,1.3877718540308595,,56
"rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",robust,none,,KMeans,3,0.21429740317017953,89.36274281292972,1.491778528584805,,27
"rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,KMeans,3,0.21418827541764393,71.54299730165495,1.450699432044454,,81
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf",standard,pca3,1.0,GMM-diag,5,0.21402009446939602,80.21725954431963,1.3125010332920701,2446.8878350779114,24
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,efisiensi_anggaran_it,rasio_adopsi_telemedicine",standard,none,,Agg-ward,2,0.2139836074000021,74.16627140270744,1.6110522217926098,,93
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,GMM-full,4,0.2139591497585618,86.08063633199035,1.2554529494534068,1975.7359035934687,60
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,GMM-full,4,0.21395914975710487,86.0806363319903,1.255452949453407,1975.7359035934685,60
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,0.8244340583576067,GMM-tied,3,0.21388036228835097,72.69569037014486,1.4872041290339322,1979.3645824197572,65
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,pca3,1.0,Agg-ward,5,0.21377610230173005,95.66121153168257,1.2227538840101342,,28
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",robust,none,,Agg-ward,5,0.21377610230173005,95.6612115316826,1.2227538840101342,,28
"skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,beban_pasien_per_staf,efisiensi_anggaran_it",standard,none,,GMM-diag,3,0.2137660010970916,62.21142475330486,1.5276712307386215,3058.1372027142693,48
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,pca3,1.0,KMeans,2,0.21371752860707668,80.99073783560202,1.683974046503751,,130
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf",robust,none,,KMeans,2,0.2137175286065086,80.99073783560205,1.68397404650375,,130
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,beban_pasien_per_staf,rasio_adopsi_telemedicine",standard,pca3,0.8591452126787493,GMM-diag,6,0.21359894211354752,79.54080175703864,1.2786604754305877,2587.5105835178424,24
"skor_kematangan_digital,tingkat_keterisian_tempat_tidur_persen,rasio_adopsi_telemedicine",standard,none,,Agg-ward,6,0.21352003481307572,88.9435453754461,1.1793336446980975,,27
